"Treatment,""aac.6...II"",""aac.6...Ib.1"",""aac.6...Ib.2"",""aacC1"",""aacC2"",""aacC4"",""aadD"",""aacA.aphD"",""aadA.1a"",""aadA1.b"",""aadA5.1"",""aadA5.2"",""aadA9.1"",""aadA9.2"",""aph.2...Id"",""aph6ia"",""aphA1"",""aphA3"",""bla.ACC.1"",""BLA.SHV"",""blaTEM"",""blaTEM.1"",""blaTEM.2"",""blaVIM"",""blaPER"",""bla.L1"",""blaIMP.2."",""blaOXA1.blaOXA30"",""blaOXA10.1"",""blaCTX.M"",""blaCTX.Ma"",""blaCTX.Mb"",""blaCTX.Mc"",""blaCTX.Md"",""blaCTX.Me"",""CMYX...blacmy.2a."",""blaCMY2b"",""BLA.cmy.2"",""cfiA"",""cfxA"",""cphA.1."",""carB"",""CzrC1"",""X16s"",""X16s.1"",""X16s.2"",""dfrA12"",""IS26"",""ermB"",""ermB.1"",""ermB.2"",""ermB.jucl.Gun"",""ermB.jucl.Gun.1"",""ermB.jucl.Gun.2"",""Erm.F"",""ermT"",""InuB"",""InuC"",""IS1216"",""IS6100"",""msrD..matA.mel"",""mcr1"",""mefA"",""mecA"",""mphB"",""msrA"",""msrC"",""pbp2"",""sat4"",""str"",""strA"",""strB"",""Sul1"",""Sul2"",""spcN"",""tetA"",""tetB.1"",""tetB.2"",""tet.C.1"",""tet.C.2"",""TetL"",""tetM"",""tetO.1"",""tetO.2"",""Increp64"",""tet.W."",""TolC1"",""tetQ"",""tet.32."",""tetPA"",""tetPB"",""tetX"",""Van.A"",""vanB"",""VatE"",""water"""
155-07-05-2018,0,0,0,0,0,0,0,0,0.000893489962255544,0.000635710287624008,0.000160104281295396,0,0,0,0,0,0.000389141727670866,0.012430397123056,0,0,0.0352485882723697,0.0463616352183687,0.0484656107290844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244944312086617,0,0,0,0,0,0.000228381263568631,0.960350689760078,0.968882716673542,1.07472892741184,0,0.103082086412394,0.0872653181411586,0.0898694784988967,0.0823640665299986,0.0702610529772799,0.0644210962998695,0.0626470606801789,0.0080975601004308,0.0068389483106993,0.00714798602256822,0,0.0100025650296308,0.0790322151555375,0,0,0.00399665416552196,0,0,0,0,0,0.0143547123978174,0.000554363679732321,0.0385036339947949,0.108277033514868,0,0.143472929882427,0,0.0540737330532076,0.025657885689116,0.0181244956803926,0.028233354568101,0.0133783594700452,0,0,0.0607906809279307,0.0469463612242517,0.0952245715154354,0.0570669388395237,0.0767945578075224,0.0499719336087134,0.00443355852368734,0.00800013009225931,0,0.00511225751770442,0,0,0,0
160-07-05-2018,0,0,0,0,0,0,0,0,0.0447344634457278,0.044239051879581,0,0,0,0,0,0,0,0.0119807694223657,0,0,0.0215717235852096,0.0264046198350439,0.0281940755570526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186236445874054,0.000197943676217021,0,0,0,0.906428968378965,1.01822801107834,1.08348070896337,0,0.257759976269463,0.0597220820164428,0.0606224187047878,0.0759843562942191,0.0605471361439234,0.0595446635442261,0.0567825498499619,0.0179913632647703,0,0.00284676284011738,0,0.050841643288481,0.00369056800897358,0.000264444746840414,0,0.0234188590919427,0,0,0,0,0,0.0258617328656273,0.000167904772654446,0.000480827922388827,0.0363822961915999,0,0.0448255788645976,0,0,0,0,0,0,0,0.00748909612814922,0.0305126378951905,0.0275798464626692,0,0.125618185147118,0.0878505983188575,0.0345322767162043,0.0150614843259578,0.00415063822435018,0,0.000533293850868452,0,0.00132101538384823,0,0
260-15-05-2018,0,0,0,0,0,0,0,0.00010696017840213,0.00207396899986093,0.00409452687261741,0,0,0,0,0,0,0.000153386746165546,0.0485578240126006,0,0,0.00365545367157955,0.00156689960779067,0.00311757101550355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200807072182357,0,0,0,0.981368544931091,0.900566881494836,1.1314930600613,0,0.00731160220793073,0.0256350491881139,0.0227255604821301,0.0197789007822649,0.0296114303817786,0.0391332724384982,0.0389984482113563,0.0112366036888103,0.00329654525568708,0.00185901198540967,0,0.0228892933949433,0.00227306745928415,0.00259468572462695,0,0.0258539693804182,0,0,0,0,0,0.0879602033098181,0.00309660674875841,0,0.00575467553802883,0,0.00142685691681727,0,0,0.00252763004629368,0.00203202613448222,0.0039075501380051,0.00154160420137165,0,0.0254375187321069,0.0917944965205768,0.0944684315413186,0,0.258460344911248,0.0058326320505045,0.0606387187156135,0.00854858360832526,0.00534916429620493,0,0.00811205432173009,0,0,0,0
265-15-05-2018,0,0,0,0,0,0,0,0,0.118023286344028,0.110841820084735,0,0,0,0,0,0,0,0.0539293787028594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000300071856494439,0,0,0,0,0,0,0.918977588544355,1.00636715074142,1.08128113869032,0,0.00040250490054148,0.000912929611735781,0.00130735872786285,0.0011976408147525,0.00590527932529215,0.00163594268804282,0.00233684792437814,0,0.00225877765853121,0,0,0.00229658017606473,0.0014687000388169,0,0,0,0,0,0,0,0,0.126852470053867,0.00088718646166292,0,0.00703488852460675,0.000625284983996868,0.00446109254101363,0,0.177467528642762,0,0,0,0,0,0,0.145255383385892,0.153943750798733,0,0.0985971418984079,0.0980041534098621,0.000546718422734487,0,0,0,0,0,0,0,0
270-15-05-2018,0,0,0,0,0,0,0.000657928321118238,0.000399337500034129,0.0119202880410987,0.0192382629858155,0,0,0,0,0,0,0,0.0235117780198408,0,0,0.000262132996496142,0.000227442040571279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176727452682907,0,0,0,1.01575443378012,1.00774322678095,0.976925364125098,0,0.0313533557055299,0.080342730407135,0.0745243785935368,0.0790648875853204,0.144481439510295,0.0849099724548671,0.0883935839258122,0.0427812451614309,0.000559532685745486,0.00290442123735713,0,0.0321680757966771,0.000215706166118595,0.00299085031179094,0,0.0290012516339451,0,0,0,0,0,0.0340554650629313,0,0.00894495232667685,0.0170667308903604,0,0.00509383355993073,0,0,0.00117215976956446,0.00032320591297659,0.00119546138154611,0,0,0.0049096205264609,0.0744136829953775,0.0900671044118445,0,0.439220055822146,0.0133604102463568,0.0715139808136544,0.0196969194233719,0.00356719506110148,0,0.0164756041149175,0,0.000891170371061347,0.00120077596764009,0
275-15-05-2018,0,0,0,0,0,0,0,0,0.0240285500981154,0.0374143724800545,0,0,0,0,0,0,0.00965947731554691,0.0532194895433607,0,0,0.000364395924245128,0.0623501074262452,0.0342952006501989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0005613514019,1.04322629182866,0.958027008488066,0,0.0325821491707167,0.165416615148712,0.261062521916846,0.0769736046597055,0.144942984146803,0.105088888189298,0.0922980585824484,0,0,0,0,0.22420681686386,0,0,0,0,0,0,0,0,0,0.0356207717301767,0.0858350177442242,0.0254300370343979,0.041131071703314,0,0.411277630957752,0,0.179942658833542,0.0276800983887022,0,0,0,0,0,0,0.0580098968842277,0.1758808960454,0,0,0.0248560872298786,0,0,0,0,0,0,0,0
280-15-05-2018,0,0,0,0,0,0,0,0,0.0633997805219875,0.0558324454345698,0,0,0,0,0,0,0,0.00492064636944919,0,0,0.00286628417799364,0.00513798891280386,0.00551373214051876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646136536227562,0,0,0.00107819305247417,0,0,0,0.96662622837273,1.00003711355451,1.03448764214297,0,0,0.189193272511516,0.189405080556459,0.199555732110306,0.263093595393076,0.147745464311284,0.174191778224076,0.00209769202660336,0,0,0,0.00383523361335093,0.0944129412104376,0.00082736847709226,0,0.0161960714615064,0,0.000751335341725495,0,0,0,0.00510353063109495,0,0.0007430025244357,0.083555025962043,0.000430045626808759,0.0842938994219073,0,0.11411919702207,0,0,0,0,0,0.00530398995440837,0.0145144004907408,0.0174650496490091,0.00611056067589703,0.062673363351372,0.0566066724561878,0.0461290796651154,0,0,0,0.00145176698410154,0,0,0,0
285-15-05-2018,0,0,0.00166178644749977,0,0,0,0,0,0.00402173399316765,0.0027140274759942,0,0,0,0,0,0,0,0.0312454908223567,0,0,0.00472425506584914,0.0013261716137997,0.00486301101542695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373795300605552,0,0,0,0.954008633762866,1.04082893247182,1.00709012815811,0,0.0104966211404337,0.3799359889017,0.328496471450836,0.305286000276003,0.255069494104718,0.212974678946928,0.224246247156726,0.00789322953642772,0,0.0202711930094885,0,0.00913199295986296,0.00416193061961827,0.014416092251137,0,0.0378619589357277,0,0,0,0,0,0.0404240196052541,0,0,0.00454187606634066,0,0.00109651408464863,0,0,0.00202811231665893,0.00475945685397731,0.00831842063292306,0.00104525755611306,0.000169803236318393,0.0101696235387731,0.0524088075261188,0.105887873870018,0.00357277940863754,0.338421158895983,0.00226015368499319,0.0622266018309302,0.0300128104530539,0.00505160009329658,0,0.000931123319840998,0,0.00184504829327192,0,0
290-15-05-2018,0,0,0,0,0,0,0,0,0.000187098580604146,0.000790605562222552,0,0,0,0,0,0,0,0.0539509416524186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109846870678298,0,0,0,0.940222465210185,1.01154062813745,1.05144375403144,0,0.000798497697346914,0.0199241586573506,0.0106812464336429,0.00907598609190181,0.0512846475992672,0.0459172831630856,0.0553374769876721,0.0393915186353255,0,0,0,0.0160071372081004,0.00749711958811236,0.00113790339873338,0,0.0202267115384547,0,0,0,0,0,0.0426324456687139,0,0.000877675988309769,0.017630545486086,0,0.0165583531401231,0,0.000460903529344501,0.00217656911820458,0.00452715379573851,0.00545766853521437,0.00237956430832143,0,0.000738567508992403,0.0422121195640518,0.0280344531359214,0,0.440158457344147,0.00983067851147075,0.0858091158382356,0.021753192374587,0.00274608319582989,0,0.0131886111824282,0,0,0.000370643210266695,0
295-15-05-2018,0,0,0,0,0,0,0,0,0.00251254035446314,0.00183863915841696,0,0,0,0,0,0,0.000556423162922055,0.0630481154825204,0,0,0.000671854113608813,0.000484116605812857,0.000557170369636387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00461171275499457,0,0,0.000358032874407788,0.956280099430233,1.01114549540316,1.03419213470866,0,0.000620160464598667,0.00990283333534082,0.00823881152342728,0.00802719764068763,0.0472502402816382,0.0368315127498919,0.0402744217839751,0.0274212955569494,0.000613274371997322,0.000662217552491341,0,0.0233689222598614,0.00501827520205363,0.00250636505471932,0,0.0485006852471371,0,0,0,0,0,0.0576154926190083,0.000283638894114133,0,0,0,0.00516954692635717,0,0,0.000376895314141411,0.000633692017187827,0.00130107132103503,0.000627094529490698,0,0.00527045511803573,0.0881785731400297,0.0808996558256667,0,0.254667633931814,0.00207610599614407,0.0681823699837042,0.0427994568741587,0.00213205026522581,0,0.0167661749567477,0,0,0.000125372347168127,0
300-15-05-2018,0,0,0,0,0,0,0,0,0.0224724872999187,0.0278087832173585,0,0,0,0,0,0,0.000258891940566433,0.0627880805392124,0,0,0.0302872461508358,0.0463425550697753,0.0315943478735064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144766942999669,0.00914203415947032,0,0,0,0.978025751351235,0.977675240014856,1.04581554636637,0,0.0200329378402544,0.0346652146053734,0.0217987322217895,0.0206338433075365,0.106677605770338,0.108039124536929,0.122375826213569,0.0236574243322043,0.000403119199479256,0,0,0.0181816505839641,0.00966869635628341,0.00173997885245633,0,0.0647278100541836,0,0,0.00119956408740615,0,0,0.0271206281027392,0,0.000845286283968073,0.0012126476811335,0,0.0485716585223032,0,0.00105276870717318,0.0102381057274901,0.00650117920444629,0.00749257953754131,0.0028644678465304,0,0.0131852353918473,0.0616151417306076,0.0423033447383503,0.00308757955828963,0.259997245836035,0.0221409251828813,0.117799458073513,0.022698090904093,0.000213485338655361,0,0.0166514796925211,0,0,0,0
305-15-05-2018,0,0,0,0,0,0,0.000386638510991045,0,0.000645537028659275,0.00129456806664598,0,0,0,0,0,0,0,0.0449322526943827,0,0,0,0,0.000272128726102949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534700902068553,0,0,0,1.03523693887583,0.973379724526922,0.992379865931851,0,0,0.00178984200035044,0.00171070390161001,0.000855634077398719,0.0281177136920948,0.029901379808648,0.0229261190616282,0.0389397650420426,0,0.00114083392440114,0,0.00321191905843758,0.00113879177492336,0.0127480939245809,0,0.0319841548744892,0,0,0,0,0,0.0332990554401831,0,0,0,0,0,0,0,0,0,0.000415097178698655,0,0,0.000646304034251992,0.122452310051272,0.147335042349503,0.000596624735667685,0.220182655732621,0,0.0753224133839032,0.0702608216210687,0.000846612145527142,0,0.0298838491074962,0,0,0,0
315-15-05-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067395486794708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897583213206545,1.12745898395437,0.988153758221403,0,0,0.00890937704638803,0.00368240445690128,0.002348097516801,0.0710633455610453,0.0517412250078994,0.0485235260974874,0.0447276314494677,0,0,0,0.0106266353770438,0,0.000737650769664498,0,0.0396182335250747,0,0,0,0,0,0.0873740539323579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982169813980136,0.129703742011778,0,0.399609676235044,0,0.0614902655222826,0.0509180510161235,0.00653583909740821,0,0.00885182703504579,0,0,0,0
335-15-05-2018,0,0,0,0,0,0,0,0,0.000148634465929604,0,0,0,0,0,0,0,0,0.0481795179976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000499792490307986,0,0,0,1.06547681545644,0.935138190363524,1.00364517798356,0,0,0.0293132262472417,0.0225981548201054,0.0230941212031308,0.119447664093652,0.113544816349881,0.0652040337553897,0.165064566467867,0,0.026721614307494,0,0.00997528624815799,0,0.0325476933581086,0,0.0961206462336699,0,0,0,0.000684805777410681,0,0.0479499922936827,0,0,0.000157581397779185,0,0,0,0,0,0.000116300084984785,0,0,0.00280993594429026,0.00232804427803926,0.0513669203388203,0.0882410781975479,0,0.367576448181347,0.000283484128434467,0.226061813533153,0.0401647672962276,0.00375816426865556,0,0.0319738639305789,0,0.000496834175796841,0,0
405-24-05-2018,0,0,0,0,0,0,0,0,0.0010740304624978,0.00185940860971156,0,0,0,0,0,0,0,0.0110588935568124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00809288909358276,0,0,0,1.03450449672849,1.02372301066173,0.944245996204194,0,0.00617509871430641,0.575736477979318,0.552791701327027,0.535683830180037,0.7739966842141,0.845811703975108,0.842384028368595,0.0220044997813124,0.000191716716092846,0.00599202790517053,0,0.0102745486136122,0,0.00824448068142264,0,0.0392433002384558,0,0,0,0,0,0.0189910123020933,0,0,0.00203038437966725,0,0.00194926090690533,0,0.00207256124953943,0,0,0,0,0.00163364289159636,0,0.05777354435031,0.079633308938291,0,0.230597802851104,0.00230601629997983,0.0584563355952298,0.0213442759570467,0.00621848786815714,0,0.0126100336055229,0,0.000500853676309669,0.000515236684877832,0
415-24-05-2018,0,0,0,0,0,0,0,0,0.00230949642728801,0.00145830684557919,0,0,0,0,0,0,0,0.0178404711791952,0,0,0.000633898507221548,0.000980839107362118,0.00120508868554743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00579328025209511,0,0,0,0.986580690414782,1.00015325348208,1.01344652263627,0,0.00344637907063656,0.119637484044729,0.139510233338164,0.134271392543842,0.149659728510265,0.134180390393363,0.194676572200302,0.0358211312178431,0.000463875618532489,0.00302172174837051,0,0.00915021306812611,0.00159573867687591,0.00404142339594325,0,0.0268955015692403,0,0,0,0,0,0.0250420024789607,0,0,0,0,0,0,0.000349641107735095,0,0,0,0,0,0.000794787680679332,0.0587239443780672,0.0891557027998418,0,0.237714147251861,0.00223687029837526,0.109383903391014,0.0397967202908584,0.00562260294228662,0,0.0294088647527883,0,0,0.00357596267495749,0
